order_id,sku,quantity,unit_price,line_total
OC000414,SKU000042,4,2187.26,8749.04
OC000414,SKU000030,37,43975.59,1627096.83
OC000414,SKU000221,63,8794.89,554078.07
OC000414,SKU000411,11,5550.41,61054.51
OC000414,SKU000496,17,23003.99,391067.83
OC000414,SKU000178,65,16286.3,1058609.5
OC000414,SKU000002,10,1149.61,11496.1
OC000414,SKU000282,36,16551.57,595856.52
OC000414,SKU000302,33,45274.78,1494067.74
OC000414,SKU000279,17,2053.19,34904.23
OC000414,SKU000314,79,35955.36,2840473.44
OC000414,SKU000040,36,3854.67,138768.12
OC000414,SKU000420,36,9396.95,338290.2
OC000415,SKU000295,23,37644.32,865819.36
OC000416,SKU000127,23,3796.7,87324.1
OC000417,SKU000145,68,45812.03,3115218.04
OC000418,SKU000438,77,3181.73,244993.21
OC000418,SKU000132,20,31313.2,626264.0
OC000418,SKU000341,64,47446.29,3036562.56
OC000419,SKU000400,50,26321.31,1316065.5
OC000419,SKU000127,31,3796.7,117697.7
OC000419,SKU000170,85,43498.05,3697334.25
OC000420,SKU000108,45,12268.79,552095.55
OC000420,SKU000256,7,37376.0,261632.0
OC000420,SKU000452,83,33707.64,2797734.12
OC000421,SKU000046,52,9050.1,470605.2
OC000421,SKU000238,61,29364.61,1791241.21
OC000422,SKU000429,50,19240.36,962018.0
OC000423,SKU000069,2,20780.61,41561.22
OC000423,SKU000314,37,35955.36,1330348.32
OC000424,SKU000364,68,4153.02,282405.36
OC000424,SKU000315,88,30779.0,2708552.0
OC000424,SKU000124,6,28745.8,172474.8
OC000424,SKU000068,13,12317.64,160129.32
OC000424,SKU000184,69,44955.54,3101932.26
OC000424,SKU000489,82,30929.98,2536258.36
OC000424,SKU000499,46,31873.73,1466191.58
OC000424,SKU000221,56,8794.89,492513.84
OC000424,SKU000397,79,22107.82,1746517.78
OC000424,SKU000300,84,32094.83,2695965.72
OC000424,SKU000492,35,25160.58,880620.3
OC000424,SKU000050,43,33035.66,1420533.38
OC000424,SKU000374,35,14581.58,510355.3
OC000424,SKU000380,35,14139.68,494888.8
OC000424,SKU000457,13,12312.23,160058.99
OC000425,SKU000407,99,47734.98,4725763.02
OC000425,SKU000301,87,14324.64,1246243.68
OC000426,SKU000397,89,22107.82,1967595.98
OC000426,SKU000421,24,14989.77,359754.48
OC000426,SKU000259,41,23041.74,944711.34
OC000426,SKU000380,71,14139.68,1003917.28
OC000426,SKU000190,2,28339.86,56679.72
OC000427,SKU000484,53,8494.86,450227.58
OC000427,SKU000322,13,49042.88,637557.44
OC000428,SKU000350,29,42582.97,1234906.13
OC000428,SKU000379,93,10835.71,1007721.03
OC000428,SKU000108,37,12268.79,453945.23
OC000428,SKU000398,33,34555.96,1140346.68
OC000428,SKU000159,25,25492.71,637317.75
OC000429,SKU000183,85,31931.44,2714172.4
OC000429,SKU000424,28,36582.85,1024319.8
OC000429,SKU000344,77,36810.18,2834383.86
OC000430,SKU000390,17,8208.85,139550.45
OC000430,SKU000461,49,43825.29,2147439.21
OC000430,SKU000049,85,17547.96,1491576.6
OC000430,SKU000243,98,28747.59,2817263.82
OC000430,SKU000232,83,44415.74,3686506.42
OC000430,SKU000314,73,35955.36,2624741.28
OC000430,SKU000438,24,3181.73,76361.52
OC000430,SKU000010,15,20190.8,302862.0
OC000430,SKU000096,90,35003.3,3150297.0
OC000430,SKU000321,24,2312.35,55496.4
OC000430,SKU000089,33,9168.28,302553.24
OC000430,SKU000358,38,25192.9,957330.2
OC000430,SKU000347,60,6219.61,373176.6
OC000430,SKU000016,85,8315.39,706808.15
OC000430,SKU000282,10,16551.57,165515.7
OC000430,SKU000355,82,41184.64,3377140.48
OC000430,SKU000322,59,49042.88,2893529.92
OC000430,SKU000103,36,41134.31,1480835.16
OC000430,SKU000002,99,1149.61,113811.39
OC000430,SKU000108,55,12268.79,674783.45
OC000430,SKU000175,89,11815.04,1051538.56
OC000430,SKU000469,86,46119.08,3966240.88
OC000430,SKU000315,99,30779.0,3047121.0
OC000430,SKU000115,99,15379.68,1522588.32
OC000430,SKU000376,42,9572.72,402054.24
OC000430,SKU000373,33,22534.84,743649.72
OC000430,SKU000213,21,19967.17,419310.57
OC000430,SKU000209,100,32780.6,3278060.0
OC000430,SKU000457,10,12312.23,123122.3
OC000430,SKU000105,36,8889.23,320012.28
OC000430,SKU000249,100,7863.44,786344.0
OC000430,SKU000047,8,13413.6,107308.8
OC000430,SKU000073,49,6753.62,330927.38
OC000430,SKU000100,50,5184.88,259244.0
OC000430,SKU000343,43,32513.08,1398062.44
OC000430,SKU000464,8,34845.79,278766.32
OC000430,SKU000375,34,48138.02,1636692.68
OC000430,SKU000052,34,34007.95,1156270.3
OC000430,SKU000381,23,42373.9,974599.7
OC000430,SKU000475,57,27648.76,1575979.32
OC000430,SKU000418,9,45670.16,411031.44
OC000430,SKU000491,63,26517.94,1670630.22
OC000430,SKU000364,26,4153.02,107978.52
OC000430,SKU000295,79,37644.32,2973901.28
OC000430,SKU000250,51,22211.34,1132778.34
OC000430,SKU000293,23,8196.14,188511.22
OC000430,SKU000420,83,9396.95,779946.85
OC000430,SKU000305,63,25150.16,1584460.08
OC000430,SKU000163,14,41045.42,574635.88
OC000430,SKU000330,19,24860.54,472350.26
OC000431,SKU000089,79,9168.28,724294.12
OC000431,SKU000122,83,13788.14,1144415.62
OC000431,SKU000243,14,28747.59,402466.26
OC000432,SKU000309,10,22485.21,224852.1
OC000432,SKU000028,74,31095.85,2301092.9
OC000432,SKU000072,94,2605.9,244954.6
OC000433,SKU000410,64,41414.79,2650546.56
OC000433,SKU000396,20,1675.37,33507.4
OC000433,SKU000376,84,9572.72,804108.48
OC000433,SKU000354,82,15533.61,1273756.02
OC000433,SKU000471,1,9489.35,9489.35
OC000433,SKU000357,5,6503.9,32519.5
OC000433,SKU000051,86,43231.21,3717884.06
OC000433,SKU000205,50,5922.13,296106.5
OC000433,SKU000172,35,3833.93,134187.55
OC000433,SKU000189,20,1194.79,23895.8
OC000433,SKU000232,90,44415.74,3997416.6
OC000433,SKU000400,43,26321.31,1131816.33
OC000433,SKU000229,51,13823.3,704988.3
OC000433,SKU000185,74,3785.71,280142.54
OC000433,SKU000240,1,30060.46,30060.46
OC000434,SKU000251,56,20767.77,1162995.12
OC000434,SKU000099,52,47079.38,2448127.76
OC000435,SKU000408,50,14452.75,722637.5
OC000435,SKU000473,89,10669.21,949559.69
OC000435,SKU000392,100,18481.05,1848105.0
OC000435,SKU000213,62,19967.17,1237964.54
OC000435,SKU000388,16,2041.81,32668.96
OC000436,SKU000120,52,49027.48,2549428.96
OC000436,SKU000291,8,42236.98,337895.84
OC000437,SKU000003,44,3642.55,160272.2
OC000437,SKU000310,11,12870.6,141576.6
OC000437,SKU000383,59,20089.02,1185252.18
OC000437,SKU000473,98,10669.21,1045582.58
OC000437,SKU000380,99,14139.68,1399828.32
OC000437,SKU000491,38,26517.94,1007681.72
OC000437,SKU000215,83,39361.05,3266967.15
OC000437,SKU000021,26,48042.87,1249114.62
OC000438,SKU000313,85,5631.81,478703.85
OC000438,SKU000096,25,35003.3,875082.5
OC000438,SKU000280,39,18258.51,712081.89
OC000438,SKU000376,90,9572.72,861544.8
OC000438,SKU000184,50,44955.54,2247777.0
OC000438,SKU000361,14,9895.47,138536.58
OC000438,SKU000180,81,28339.81,2295524.61
OC000438,SKU000237,89,37254.99,3315694.11
OC000438,SKU000123,46,31929.7,1468766.2
OC000438,SKU000299,63,40082.84,2525218.92
OC000438,SKU000355,11,41184.64,453031.04
OC000438,SKU000291,81,42236.98,3421195.38
OC000438,SKU000436,57,37891.79,2159832.03
OC000438,SKU000181,95,4040.52,383849.4
OC000438,SKU000189,25,1194.79,29869.75
OC000439,SKU000382,76,36402.65,2766601.4
OC000440,SKU000026,83,19849.71,1647525.93
OC000440,SKU000126,40,5792.95,231718.0
OC000440,SKU000018,64,34859.92,2231034.88
OC000441,SKU000256,8,37376.0,299008.0
OC000441,SKU000211,44,22290.32,980774.08
OC000442,SKU000492,84,25160.58,2113488.72
OC000442,SKU000088,86,4288.98,368852.28
OC000442,SKU000184,67,44955.54,3012021.18
OC000443,SKU000473,10,10669.21,106692.1
OC000443,SKU000378,5,4593.45,22967.25
OC000443,SKU000412,95,33524.71,3184847.45
OC000443,SKU000088,19,4288.98,81490.62
OC000443,SKU000399,63,35318.18,2225045.34
OC000443,SKU000408,84,14452.75,1214031.0
OC000443,SKU000413,3,5099.88,15299.64
OC000443,SKU000068,61,12317.64,751376.04
OC000444,SKU000213,90,19967.17,1797045.3
OC000444,SKU000088,84,4288.98,360274.32
OC000444,SKU000474,17,45730.62,777420.54
OC000444,SKU000341,2,47446.29,94892.58
OC000444,SKU000326,23,1927.38,44329.74
OC000445,SKU000387,13,10032.99,130428.87
OC000445,SKU000024,59,21019.32,1240139.88
OC000446,SKU000069,14,20780.61,290928.54
OC000446,SKU000028,15,31095.85,466437.75
OC000446,SKU000060,64,27765.18,1776971.52
OC000446,SKU000317,77,47674.84,3670962.68
OC000446,SKU000121,79,18107.97,1430529.63
OC000446,SKU000300,29,32094.83,930750.07
OC000446,SKU000104,9,31815.7,286341.3
OC000446,SKU000200,26,4606.11,119758.86
OC000446,SKU000432,55,15409.64,847530.2
OC000446,SKU000066,44,40939.33,1801330.52
OC000446,SKU000226,95,42380.2,4026119.0
OC000446,SKU000315,87,30779.0,2677773.0
OC000446,SKU000413,52,5099.88,265193.76
OC000446,SKU000105,42,8889.23,373347.66
OC000446,SKU000314,16,35955.36,575285.76
OC000447,SKU000399,28,35318.18,988909.04
OC000447,SKU000083,98,394.21,38632.58
OC000447,SKU000034,6,14159.64,84957.84
OC000447,SKU000225,76,32202.7,2447405.2
OC000447,SKU000236,23,41605.42,956924.66
OC000448,SKU000368,19,3741.35,71085.65
OC000448,SKU000384,97,3769.23,365615.31
OC000449,SKU000197,22,12922.81,284301.82
OC000449,SKU000007,57,40394.1,2302463.7
OC000450,SKU000068,81,12317.64,997728.84
OC000450,SKU000418,79,45670.16,3607942.64
OC000451,SKU000185,11,3785.71,41642.81
OC000451,SKU000381,1,42373.9,42373.9
OC000451,SKU000139,1,39652.17,39652.17
OC000451,SKU000428,23,23924.96,550274.08
OC000451,SKU000158,12,32420.71,389048.52
OC000452,SKU000383,99,20089.02,1988812.98
OC000452,SKU000294,61,20601.84,1256712.24
OC000453,SKU000413,67,5099.88,341691.96
OC000454,SKU000134,5,20485.03,102425.15
OC000454,SKU000490,77,429.96,33106.92
OC000454,SKU000392,24,18481.05,443545.2
OC000454,SKU000048,92,42943.8,3950829.6
OC000454,SKU000178,64,16286.3,1042323.2
OC000454,SKU000221,79,8794.89,694796.31
OC000454,SKU000315,12,30779.0,369348.0
OC000454,SKU000215,81,39361.05,3188245.05
OC000454,SKU000425,39,36857.23,1437431.97
OC000454,SKU000383,45,20089.02,904005.9
OC000454,SKU000364,54,4153.02,224263.08
OC000454,SKU000050,1,33035.66,33035.66
OC000454,SKU000413,72,5099.88,367191.36
OC000454,SKU000418,31,45670.16,1415774.96
OC000454,SKU000388,25,2041.81,51045.25
OC000454,SKU000249,16,7863.44,125815.04
OC000454,SKU000344,68,36810.18,2503092.24
OC000454,SKU000294,13,20601.84,267823.92
OC000454,SKU000467,80,28163.06,2253044.8
OC000454,SKU000238,47,29364.61,1380136.67
OC000454,SKU000397,98,22107.82,2166566.36
OC000454,SKU000254,70,10300.71,721049.7
OC000454,SKU000213,65,19967.17,1297866.05
OC000454,SKU000487,29,20678.37,599672.73
OC000454,SKU000259,60,23041.74,1382504.4
OC000455,SKU000086,15,19503.97,292559.55
OC000456,SKU000490,86,429.96,36976.56
OC000456,SKU000489,6,30929.98,185579.88
OC000456,SKU000238,7,29364.61,205552.27
OC000457,SKU000150,56,15794.41,884486.96
OC000457,SKU000464,33,34845.79,1149911.07
OC000457,SKU000003,43,3642.55,156629.65
OC000457,SKU000191,79,38809.47,3065948.13
OC000457,SKU000399,98,35318.18,3461181.64
OC000458,SKU000238,69,29364.61,2026158.09
OC000458,SKU000421,23,14989.77,344764.71
OC000458,SKU000486,21,26244.83,551141.43
OC000458,SKU000399,4,35318.18,141272.72
OC000458,SKU000014,63,48452.91,3052533.33
OC000458,SKU000315,66,30779.0,2031414.0
OC000458,SKU000300,15,32094.83,481422.45
OC000458,SKU000213,10,19967.17,199671.7
OC000459,SKU000124,54,28745.8,1552273.2
OC000459,SKU000492,26,25160.58,654175.08
OC000459,SKU000048,96,42943.8,4122604.8
OC000460,SKU000268,100,7407.57,740757.0
OC000460,SKU000487,15,20678.37,310175.55
OC000461,SKU000095,95,6398.43,607850.85
OC000461,SKU000010,53,20190.8,1070112.4
OC000461,SKU000198,26,40231.2,1046011.2
OC000462,SKU000110,63,10684.78,673141.14
OC000462,SKU000096,7,35003.3,245023.1
OC000462,SKU000256,56,37376.0,2093056.0
OC000462,SKU000389,19,7532.14,143110.66
OC000462,SKU000171,28,865.85,24243.8
OC000463,SKU000114,18,4743.36,85380.48
OC000463,SKU000491,59,26517.94,1564558.46
OC000463,SKU000388,93,2041.81,189888.33
OC000464,SKU000315,17,30779.0,523243.0
OC000464,SKU000310,5,12870.6,64353.0
OC000464,SKU000457,89,12312.23,1095788.47
OC000464,SKU000114,73,4743.36,346265.28
OC000464,SKU000010,8,20190.8,161526.4
OC000465,SKU000036,60,45276.29,2716577.4
OC000465,SKU000322,59,49042.88,2893529.92
OC000466,SKU000253,38,2366.33,89920.54
OC000466,SKU000079,78,7626.45,594863.1
OC000467,SKU000298,71,38928.39,2763915.69
OC000467,SKU000280,30,18258.51,547755.3
OC000467,SKU000070,12,20042.68,240512.16
OC000467,SKU000395,53,8608.55,456253.15
OC000467,SKU000355,67,41184.64,2759370.88
OC000467,SKU000436,63,37891.79,2387182.77
OC000467,SKU000264,28,26245.73,734880.44
OC000467,SKU000010,76,20190.8,1534500.8
OC000467,SKU000181,61,4040.52,246471.72
OC000467,SKU000303,60,47326.02,2839561.2
OC000467,SKU000184,36,44955.54,1618399.44
OC000467,SKU000179,2,18804.57,37609.14
OC000467,SKU000309,94,22485.21,2113609.74
OC000467,SKU000205,55,5922.13,325717.15
OC000467,SKU000050,95,33035.66,3138387.7
OC000467,SKU000005,32,13996.02,447872.64
OC000467,SKU000262,32,41618.09,1331778.88
OC000467,SKU000497,42,34233.68,1437814.56
OC000467,SKU000357,56,6503.9,364218.4
OC000467,SKU000402,75,30542.82,2290711.5
OC000467,SKU000302,29,45274.78,1312968.62
OC000467,SKU000025,76,33519.33,2547469.08
OC000467,SKU000001,20,6138.11,122762.2
OC000467,SKU000347,74,6219.61,460251.14
OC000467,SKU000383,1,20089.02,20089.02
OC000468,SKU000441,94,40453.73,3802650.62
OC000468,SKU000230,99,22740.4,2251299.6
OC000468,SKU000205,65,5922.13,384938.45
OC000468,SKU000292,5,43832.0,219160.0
OC000468,SKU000019,55,14905.72,819814.6
OC000468,SKU000005,68,13996.02,951729.36
OC000468,SKU000379,51,10835.71,552621.21
OC000468,SKU000052,62,34007.95,2108492.9
OC000468,SKU000195,90,45490.43,4094138.7
OC000468,SKU000131,13,15338.47,199400.11
OC000468,SKU000416,58,37819.96,2193557.68
OC000468,SKU000058,64,33203.04,2124994.56
OC000468,SKU000210,31,1732.54,53708.74
OC000468,SKU000331,11,40077.29,440850.19
OC000468,SKU000198,72,40231.2,2896646.4
OC000469,SKU000377,38,24988.11,949548.18
OC000469,SKU000368,31,3741.35,115981.85
OC000469,SKU000049,83,17547.96,1456480.68
OC000469,SKU000476,12,26729.14,320749.68
OC000469,SKU000146,3,48455.86,145367.58
OC000469,SKU000072,62,2605.9,161565.8
OC000469,SKU000127,86,3796.7,326516.2
OC000469,SKU000226,40,42380.2,1695208.0
OC000470,SKU000044,74,39027.8,2888057.2
OC000471,SKU000001,60,6138.11,368286.6
OC000471,SKU000279,99,2053.19,203265.81
OC000471,SKU000422,18,22772.02,409896.36
OC000471,SKU000029,91,25343.65,2306272.15
OC000471,SKU000352,52,39539.62,2056060.24
OC000471,SKU000359,24,15275.81,366619.44
OC000471,SKU000374,48,14581.58,699915.84
OC000471,SKU000408,81,14452.75,1170672.75
OC000471,SKU000195,60,45490.43,2729425.8
OC000471,SKU000117,91,13618.73,1239304.43
OC000471,SKU000196,82,10119.66,829812.12
OC000471,SKU000141,1,25073.56,25073.56
OC000471,SKU000093,81,32542.19,2635917.39
OC000471,SKU000266,10,26577.18,265771.8
OC000471,SKU000291,50,42236.98,2111849.0
OC000471,SKU000028,89,31095.85,2767530.65
OC000471,SKU000137,43,5827.34,250575.62
OC000471,SKU000153,68,38023.53,2585600.04
OC000471,SKU000260,5,28712.64,143563.2
OC000471,SKU000126,38,5792.95,220132.1
OC000471,SKU000059,55,33377.96,1835787.8
OC000471,SKU000401,97,45615.0,4424655.0
OC000471,SKU000354,35,15533.61,543676.35
OC000471,SKU000023,90,47085.65,4237708.5
OC000471,SKU000240,79,30060.46,2374776.34
OC000472,SKU000155,88,1540.59,135571.92
OC000472,SKU000422,11,22772.02,250492.22
OC000472,SKU000090,80,10661.85,852948.0
OC000472,SKU000131,43,15338.47,659554.21
OC000472,SKU000085,95,11049.14,1049668.3
OC000473,SKU000383,15,20089.02,301335.3
OC000473,SKU000410,50,41414.79,2070739.5
OC000473,SKU000041,47,29167.23,1370859.81
OC000473,SKU000031,60,21965.41,1317924.6
OC000473,SKU000214,80,4674.5,373960.0
OC000473,SKU000449,6,18844.71,113068.26
OC000473,SKU000231,47,42654.36,2004754.92
OC000473,SKU000312,47,2482.7,116686.9
OC000473,SKU000104,23,31815.7,731761.1
OC000473,SKU000141,83,25073.56,2081105.48
OC000473,SKU000476,72,26729.14,1924498.08
OC000473,SKU000224,91,47276.24,4302137.84
OC000473,SKU000193,9,45179.84,406618.56
OC000473,SKU000486,72,26244.83,1889627.76
OC000473,SKU000207,91,44374.24,4038055.84
OC000473,SKU000208,100,18613.47,1861347.0
OC000473,SKU000445,27,17291.99,466883.73
OC000473,SKU000182,18,45650.17,821703.06
OC000473,SKU000408,43,14452.75,621468.25
OC000473,SKU000147,31,16732.09,518694.79
OC000473,SKU000244,70,1544.76,108133.2
OC000473,SKU000316,15,33252.13,498781.95
OC000473,SKU000402,84,30542.82,2565596.88
OC000473,SKU000106,62,21835.17,1353780.54
OC000473,SKU000144,95,28854.72,2741198.4
OC000474,SKU000475,29,27648.76,801814.04
OC000474,SKU000174,42,31377.28,1317845.76
OC000475,SKU000486,36,26244.83,944813.88
OC000475,SKU000016,7,8315.39,58207.73
OC000475,SKU000021,9,48042.87,432385.83
OC000475,SKU000259,48,23041.74,1106003.52
OC000475,SKU000408,45,14452.75,650373.75
OC000475,SKU000300,58,32094.83,1861500.14
OC000475,SKU000378,63,4593.45,289387.35
OC000475,SKU000421,65,14989.77,974335.05
OC000475,SKU000467,68,28163.06,1915088.08
OC000475,SKU000134,16,20485.03,327760.48
OC000475,SKU000215,61,39361.05,2401024.05
OC000475,SKU000114,91,4743.36,431645.76
OC000475,SKU000364,69,4153.02,286558.38
OC000475,SKU000413,87,5099.88,443689.56
OC000475,SKU000003,69,3642.55,251335.95
OC000476,SKU000340,48,47478.41,2278963.68
OC000476,SKU000164,87,43276.5,3765055.5
OC000476,SKU000473,89,10669.21,949559.69
OC000477,SKU000024,59,21019.32,1240139.88
OC000477,SKU000416,12,37819.96,453839.52
OC000477,SKU000135,11,11650.66,128157.26
OC000477,SKU000335,51,17642.19,899751.69
OC000477,SKU000191,23,38809.47,892617.81
OC000477,SKU000066,37,40939.33,1514755.21
OC000477,SKU000118,10,36092.09,360920.9
OC000477,SKU000361,14,9895.47,138536.58
OC000478,SKU000335,19,17642.19,335201.61
OC000478,SKU000331,64,40077.29,2564946.56
OC000479,SKU000308,3,2011.33,6033.99
OC000479,SKU000175,38,11815.04,448971.52
OC000479,SKU000306,54,18808.14,1015639.56
OC000480,SKU000143,57,1390.66,79267.62
OC000480,SKU000111,95,44027.97,4182657.15
OC000480,SKU000350,83,42582.97,3534386.51
OC000480,SKU000422,3,22772.02,68316.06
OC000480,SKU000051,38,43231.21,1642785.98
OC000480,SKU000202,25,29269.55,731738.75
OC000480,SKU000283,9,36214.31,325928.79
OC000480,SKU000384,3,3769.23,11307.69
OC000481,SKU000182,83,45650.17,3788964.11
OC000481,SKU000412,43,33524.71,1441562.53
OC000481,SKU000058,53,33203.04,1759761.12
OC000482,SKU000364,90,4153.02,373771.8
OC000482,SKU000254,68,10300.71,700448.28
OC000482,SKU000425,71,36857.23,2616863.33
OC000482,SKU000310,57,12870.6,733624.2
OC000482,SKU000499,59,31873.73,1880550.07
OC000482,SKU000397,39,22107.82,862204.98
OC000482,SKU000016,73,8315.39,607023.47
OC000482,SKU000010,17,20190.8,343243.6
OC000483,SKU000083,30,394.21,11826.3
OC000483,SKU000411,62,5550.41,344125.42
OC000483,SKU000020,48,2952.55,141722.4
OC000483,SKU000098,37,28976.37,1072125.69
OC000483,SKU000192,99,31867.23,3154855.77
OC000484,SKU000026,37,19849.71,734439.27
OC000484,SKU000131,59,15338.47,904969.73
OC000485,SKU000388,24,2041.81,49003.44
OC000485,SKU000134,23,20485.03,471155.69
OC000485,SKU000124,91,28745.8,2615867.8
OC000485,SKU000221,89,8794.89,782745.21
OC000485,SKU000046,86,9050.1,778308.6
OC000485,SKU000300,20,32094.83,641896.6
OC000485,SKU000114,21,4743.36,99610.56
OC000485,SKU000492,31,25160.58,779977.98
OC000485,SKU000412,15,33524.71,502870.65
OC000485,SKU000491,6,26517.94,159107.64
OC000485,SKU000003,41,3642.55,149344.55
OC000485,SKU000444,74,37315.64,2761357.36
OC000485,SKU000135,17,11650.66,198061.22
OC000485,SKU000399,57,35318.18,2013136.26
OC000485,SKU000086,34,19503.97,663134.98
OC000485,SKU000467,48,28163.06,1351826.88
OC000485,SKU000101,24,17425.47,418211.28
OC000485,SKU000421,27,14989.77,404723.79
OC000485,SKU000021,72,48042.87,3459086.64
OC000485,SKU000310,91,12870.6,1171224.6
OC000485,SKU000315,5,30779.0,153895.0
OC000485,SKU000294,86,20601.84,1771758.24
OC000485,SKU000259,41,23041.74,944711.34
OC000485,SKU000254,45,10300.71,463531.95
OC000485,SKU000050,19,33035.66,627677.54
OC000486,SKU000059,4,33377.96,133511.84
OC000487,SKU000259,59,23041.74,1359462.66
OC000488,SKU000109,95,1532.13,145552.35
OC000488,SKU000114,70,4743.36,332035.2
OC000489,SKU000246,61,3572.31,217910.91
OC000489,SKU000457,38,12312.23,467864.74
OC000490,SKU000235,73,34372.37,2509183.01
OC000491,SKU000380,94,14139.68,1329129.92
OC000491,SKU000238,62,29364.61,1820605.82
OC000492,SKU000412,40,33524.71,1340988.4
OC000492,SKU000184,4,44955.54,179822.16
OC000492,SKU000381,52,42373.9,2203442.8
OC000493,SKU000409,42,32833.01,1378986.42
OC000493,SKU000171,8,865.85,6926.8
OC000493,SKU000073,78,6753.62,526782.36
OC000493,SKU000341,83,47446.29,3938042.07
OC000493,SKU000089,25,9168.28,229207.0
OC000493,SKU000049,75,17547.96,1316097.0
OC000493,SKU000423,68,13714.57,932590.76
OC000493,SKU000182,29,45650.17,1323854.93
OC000494,SKU000458,69,11793.53,813753.57
OC000494,SKU000072,58,2605.9,151142.2
OC000495,SKU000178,63,16286.3,1026036.9
OC000495,SKU000364,41,4153.02,170273.82
OC000496,SKU000436,19,37891.79,719944.01
OC000496,SKU000391,92,35466.12,3262883.04
OC000496,SKU000262,55,41618.09,2288994.95
OC000496,SKU000256,48,37376.0,1794048.0
OC000496,SKU000072,50,2605.9,130295.0
OC000496,SKU000096,48,35003.3,1680158.4
OC000496,SKU000001,2,6138.11,12276.22
OC000496,SKU000432,37,15409.64,570156.68
OC000497,SKU000357,72,6503.9,468280.8
OC000497,SKU000259,12,23041.74,276500.88
OC000497,SKU000238,28,29364.61,822209.08
OC000497,SKU000340,94,47478.41,4462970.54
OC000497,SKU000235,57,34372.37,1959225.09
OC000497,SKU000056,95,12810.65,1217011.75
OC000497,SKU000326,54,1927.38,104078.52
OC000497,SKU000180,57,28339.81,1615369.17
OC000497,SKU000141,37,25073.56,927721.72
OC000497,SKU000445,21,17291.99,363131.79
OC000497,SKU000195,94,45490.43,4276100.42
OC000497,SKU000455,55,30784.67,1693156.85
OC000497,SKU000041,94,29167.23,2741719.62
OC000497,SKU000017,54,46333.25,2501995.5
OC000497,SKU000366,18,32131.17,578361.06
OC000497,SKU000071,76,38943.18,2959681.68
OC000497,SKU000033,77,5859.89,451211.53
OC000497,SKU000463,12,2439.52,29274.24
OC000497,SKU000310,19,12870.6,244541.4
OC000497,SKU000263,27,42239.77,1140473.79
OC000497,SKU000279,39,2053.19,80074.41
OC000497,SKU000480,61,37088.49,2262397.89
OC000497,SKU000012,68,9256.05,629411.4
OC000497,SKU000398,43,34555.96,1485906.28
OC000497,SKU000260,9,28712.64,258413.76
OC000498,SKU000190,82,28339.86,2323868.52
OC000499,SKU000489,91,30929.98,2814628.18
OC000499,SKU000184,73,44955.54,3281754.42
OC000499,SKU000418,97,45670.16,4430005.52
OC000499,SKU000068,18,12317.64,221717.52
OC000499,SKU000190,26,28339.86,736836.36
OC000499,SKU000397,24,22107.82,530587.68
OC000499,SKU000467,49,28163.06,1379989.94
OC000499,SKU000178,38,16286.3,618879.4
OC000500,SKU000497,75,34233.68,2567526.0
OC000500,SKU000345,39,13162.66,513343.74
OC000500,SKU000299,64,40082.84,2565301.76
OC000500,SKU000339,72,3454.94,248755.68
OC000500,SKU000022,95,29792.25,2830263.75
OC000500,SKU000082,60,45251.44,2715086.4
OC000500,SKU000336,29,13800.31,400208.99
OC000500,SKU000184,4,44955.54,179822.16
OC000501,SKU000289,39,17152.44,668945.16
OC000502,SKU000373,84,22534.84,1892926.56
OC000503,SKU000037,23,41484.47,954142.81
OC000503,SKU000028,63,31095.85,1959038.55
OC000504,SKU000003,36,3642.55,131131.8
OC000504,SKU000399,64,35318.18,2260363.52
OC000504,SKU000425,9,36857.23,331715.07
OC000504,SKU000215,77,39361.05,3030800.85
OC000504,SKU000238,96,29364.61,2819002.56
OC000505,SKU000401,34,45615.0,1550910.0
OC000505,SKU000145,81,45812.03,3710774.43
OC000506,SKU000430,66,15167.1,1001028.6
OC000506,SKU000270,94,23251.26,2185618.44
OC000507,SKU000499,19,31873.73,605600.87
OC000507,SKU000134,41,20485.03,839886.23
OC000507,SKU000046,60,9050.1,543006.0
OC000507,SKU000184,89,44955.54,4001043.06
OC000507,SKU000413,18,5099.88,91797.84
OC000507,SKU000467,46,28163.06,1295500.76
OC000507,SKU000050,21,33035.66,693748.86
OC000507,SKU000048,7,42943.8,300606.6
OC000508,SKU000043,46,10582.82,486809.72
OC000508,SKU000405,7,17505.28,122536.96
OC000508,SKU000298,38,38928.39,1479278.82
OC000508,SKU000129,38,6010.73,228407.74
OC000508,SKU000139,68,39652.17,2696347.56
OC000508,SKU000026,82,19849.71,1627676.22
OC000508,SKU000082,10,45251.44,452514.4
OC000508,SKU000017,66,46333.25,3057994.5
OC000509,SKU000184,97,44955.54,4360687.38
OC000509,SKU000114,22,4743.36,104353.92
OC000509,SKU000399,70,35318.18,2472272.6
OC000509,SKU000088,42,4288.98,180137.16
OC000509,SKU000457,41,12312.23,504801.43
OC000510,SKU000492,89,25160.58,2239291.62
OC000510,SKU000048,47,42943.8,2018358.6
OC000511,SKU000341,18,47446.29,854033.22
OC000511,SKU000368,67,3741.35,250670.45
OC000511,SKU000096,37,35003.3,1295122.1
OC000511,SKU000194,48,1764.89,84714.72
OC000511,SKU000039,100,27628.85,2762885.0
OC000512,SKU000088,20,4288.98,85779.6
OC000512,SKU000215,65,39361.05,2558468.25
OC000512,SKU000278,29,22581.1,654851.9
