order_id,order_date,supplier_id,analyst_id,num_skus,total_cost,sale_amount,margin,margin_pct,status,delivery_date
OC000470,2024-12-07 03:50:38.336974,SUP0029,AN004,1,2888057.2,3464101.4,576044.2,19.95,Completed,2024-12-24 03:50:38.336974
OC000471,2024-08-06 23:22:44.912870,SUP0015,AN002,25,36802148.89,42634811.84,5832662.95,15.85,Completed,2024-09-03 23:22:44.912870
OC000472,2024-04-12 00:47:39.787533,SUP0022,AN007,5,2948234.65,3645340.76,697106.11,23.64,Completed,2024-04-16 00:47:39.787533
OC000473,2024-07-30 16:44:30.572893,SUP0043,AN002,25,34600721.75,42829797.1,8229075.35,23.78,Completed,2024-08-26 16:44:30.572893
OC000474,2024-07-02 04:24:07.830092,SUP0044,AN005,2,2119659.8,2375168.54,255508.74,12.05,Completed,2024-07-21 04:24:07.830092
OC000475,2024-04-23 07:33:15.583326,SUP0026,AN001,15,12374109.51,15218796.51,2844687.0,22.99,Pending,2024-05-15 07:33:15.583326
OC000476,2024-09-22 01:56:33.505605,SUP0033,AN004,3,6993578.87,8474533.36,1480954.49,21.18,Completed,2024-10-01 01:56:33.505605
OC000477,2024-03-05 16:37:24.451613,SUP0005,AN008,8,5628718.85,6095639.33,466920.48,8.3,Completed,2024-03-30 16:37:24.451613
OC000478,2024-12-11 11:39:28.782959,SUP0020,AN004,2,2900148.17,3132448.92,232300.75,8.01,Completed,2024-12-30 11:39:28.782959
OC000479,2024-08-01 01:03:53.241510,SUP0009,AN006,3,1470645.07,1829357.35,358712.28,24.39,Completed,2024-08-19 01:03:53.241510
OC000480,2024-07-16 14:58:29.452965,SUP0017,AN005,8,10576388.55,12949293.76,2372905.21,22.44,Completed,2024-08-14 14:58:29.452965
OC000481,2024-06-23 05:31:40.139438,SUP0027,AN006,3,6990287.76,8148864.49,1158576.73,16.57,Completed,2024-07-11 05:31:40.139438
OC000482,2024-11-04 01:19:39.014159,SUP0041,AN001,8,8117729.73,9982018.19,1864288.46,22.97,Completed,2024-11-12 01:19:39.014159
OC000483,2024-06-06 04:48:39.418760,SUP0002,AN001,5,4724655.58,5759840.57,1035184.99,21.91,Completed,2024-06-20 04:48:39.418760
OC000484,2024-06-16 12:29:27.364276,SUP0032,AN004,2,1639409.0,2034904.57,395495.57,24.12,Completed,2024-07-11 12:29:27.364276
OC000485,2024-03-06 15:02:38.593984,SUP0017,AN008,25,23432225.8,26351482.49,2919256.69,12.46,Completed,2024-03-26 15:02:38.593984
OC000486,2024-08-07 22:42:03.549345,SUP0017,AN005,1,133511.84,150990.2,17478.36,13.09,Pending,2024-09-03 22:42:03.549345
OC000487,2024-05-19 20:55:16.674417,SUP0039,AN001,1,1359462.66,1679700.75,320238.09,23.56,Completed,2024-05-22 20:55:16.674417
OC000488,2024-12-22 17:45:51.317550,SUP0033,AN002,2,477587.55,594653.91,117066.36,24.51,Completed,2025-01-14 17:45:51.317550
OC000489,2024-11-28 11:36:01.003926,SUP0014,AN008,2,685775.65,853050.81,167275.16,24.39,Completed,2024-12-26 11:36:01.003926
OC000490,2024-12-19 11:29:06.747390,SUP0013,AN007,1,2509183.01,3000252.1,491069.09,19.57,Pending,2025-01-01 11:29:06.747390
OC000491,2024-05-27 12:37:33.657061,SUP0043,AN001,2,3149735.74,3874284.87,724549.13,23.0,Completed,2024-06-20 12:37:33.657061
OC000492,2024-09-14 10:14:31.693753,SUP0021,AN001,3,3724253.36,4370427.7,646174.34,17.35,Completed,2024-10-01 10:14:31.693753
OC000493,2024-11-24 10:01:14.187685,SUP0006,AN003,8,9652487.34,11643377.25,1990889.91,20.63,Completed,2024-12-03 10:01:14.187685
OC000494,2024-12-16 05:32:21.165175,SUP0030,AN003,2,964895.77,1143799.68,178903.91,18.54,Completed,2025-01-04 05:32:21.165175
OC000495,2024-09-04 01:25:45.532232,SUP0043,AN008,2,1196310.72,1400442.45,204131.73,17.06,Completed,2024-09-28 01:25:45.532232
OC000496,2024-09-29 14:32:36.715622,SUP0041,AN003,8,10458756.3,11703181.41,1244425.11,11.9,Completed,2024-10-16 14:32:36.715622
OC000497,2024-12-07 18:53:13.671450,SUP0050,AN004,25,33549219.17,41487991.0,7938771.83,23.66,Pending,2024-12-12 18:53:13.671450
OC000498,2024-03-17 02:27:46.625595,SUP0043,AN008,1,2323868.52,2865055.9,541187.38,23.29,Pending,2024-03-25 02:27:46.625595
OC000499,2024-10-23 17:50:55.501760,SUP0022,AN006,8,14014399.02,16267541.39,2253142.37,16.08,Completed,2024-11-21 17:50:55.501760
OC000500,2024-11-22 09:17:46.855606,SUP0031,AN005,8,12020308.48,14523464.51,2503156.03,20.82,Completed,2024-12-03 09:17:46.855606
OC000501,2024-10-02 00:04:01.129209,SUP0032,AN002,1,668945.16,830298.29,161353.13,24.12,Pending,2024-10-08 00:04:01.129209
OC000502,2024-06-25 03:52:23.692095,SUP0034,AN007,1,1892926.56,2239677.94,346751.38,18.32,Completed,2024-07-11 03:52:23.692095
OC000503,2024-10-14 13:52:23.844710,SUP0035,AN007,2,2913181.36,3587171.04,673989.68,23.14,Completed,2024-10-17 13:52:23.844710
OC000504,2024-08-02 01:35:27.365718,SUP0008,AN008,5,8573013.8,9621938.35,1048924.55,12.24,Pending,2024-08-23 01:35:27.365718
OC000505,2024-08-18 15:46:21.751421,SUP0040,AN003,2,5261684.43,6246580.03,984895.6,18.72,Completed,2024-09-01 15:46:21.751421
OC000506,2024-03-18 08:08:54.568415,SUP0025,AN007,2,3186647.04,3712611.86,525964.82,16.51,Completed,2024-03-26 08:08:54.568415
OC000507,2024-11-13 05:43:37.754255,SUP0047,AN006,8,8371190.22,9246264.81,875074.59,10.45,Pending,2024-12-06 05:43:37.754255
OC000508,2024-02-16 21:03:34.118769,SUP0036,AN001,8,10151565.92,11052649.03,901083.11,8.88,Completed,2024-03-14 21:03:34.118769
OC000509,2024-02-20 22:04:39.129457,SUP0008,AN006,5,7622252.49,9263814.32,1641561.83,21.54,Completed,2024-03-02 22:04:39.129457
OC000510,2024-03-10 10:26:37.639095,SUP0037,AN008,2,4257650.22,4552137.76,294487.54,6.92,Completed,2024-04-08 10:26:37.639095
OC000511,2024-01-25 19:02:49.361162,SUP0024,AN003,5,5247425.49,6018691.07,771265.58,14.7,Completed,2024-02-02 19:02:49.361162
OC000512,2024-07-11 12:10:53.723354,SUP0027,AN001,15,24742140.8,28257956.25,3515815.45,14.21,Completed,2024-07-17 12:10:53.723354
OC000513,2024-07-07 02:05:11.857308,SUP0044,AN003,8,10004306.98,12284741.51,2280434.53,22.79,Completed,2024-07-15 02:05:11.857308
OC000514,2024-09-23 13:10:11.755342,SUP0029,AN003,25,25922956.19,28237103.63,2314147.44,8.93,Completed,2024-10-21 13:10:11.755342
OC000515,2024-07-24 09:51:46.113242,SUP0015,AN008,15,12108291.72,14136680.13,2028388.41,16.75,Completed,2024-08-01 09:51:46.113242
OC000516,2024-08-31 05:47:15.870261,SUP0010,AN004,2,1924350.51,2031828.99,107478.48,5.59,Completed,2024-09-30 05:47:15.870261
OC000517,2024-11-24 05:15:07.794060,SUP0010,AN007,3,9243157.2,10348336.63,1105179.43,11.96,Completed,2024-12-24 05:15:07.794060
OC000518,2024-09-30 19:36:13.782200,SUP0046,AN001,3,7068305.57,8135491.39,1067185.82,15.1,Completed,2024-10-06 19:36:13.782200
OC000519,2024-02-20 09:42:33.876660,SUP0030,AN001,2,312054.92,360663.01,48608.09,15.58,Completed,2024-03-03 09:42:33.876660
OC000520,2024-02-26 11:57:18.621967,SUP0003,AN007,3,2560229.56,2690457.65,130228.09,5.09,Completed,2024-03-06 11:57:18.621967
OC000521,2024-06-12 18:58:33.798976,SUP0047,AN006,15,17113689.11,18748231.98,1634542.87,9.55,Completed,2024-07-09 18:58:33.798976
OC000522,2024-02-20 05:24:28.790187,SUP0038,AN003,2,2444214.76,2620352.78,176138.02,7.21,Completed,2024-03-09 05:24:28.790187
OC000523,2024-11-07 12:17:50.992853,SUP0045,AN005,3,7133747.76,8520743.18,1386995.42,19.44,Completed,2024-11-20 12:17:50.992853
OC000524,2024-08-06 14:24:17.659318,SUP0032,AN001,3,2884987.82,3375660.49,490672.67,17.01,Completed,2024-08-30 14:24:17.659318
OC000525,2024-06-06 01:03:34.682642,SUP0026,AN001,2,2082687.8,2417548.96,334861.16,16.08,Completed,2024-07-06 01:03:34.682642
OC000526,2024-12-05 18:48:03.579635,SUP0050,AN006,3,5177908.2,5817319.17,639410.97,12.35,Completed,2024-12-29 18:48:03.579635
OC000527,2024-12-15 19:37:44.396269,SUP0045,AN001,5,7941608.34,9413218.01,1471609.67,18.53,Completed,2024-12-22 19:37:44.396269
OC000528,2024-07-29 09:26:20.173721,SUP0032,AN002,5,8714809.27,10442837.7,1728028.43,19.83,Completed,2024-08-03 09:26:20.173721
OC000529,2024-10-17 08:51:58.679347,SUP0027,AN003,1,318988.54,356541.89,37553.35,11.77,Pending,2024-10-23 08:51:58.679347
OC000530,2024-08-24 09:13:37.385347,SUP0048,AN003,3,5526980.5,6111202.6,584222.1,10.57,Completed,2024-09-20 09:13:37.385347
OC000531,2024-11-12 05:49:59.632195,SUP0032,AN002,5,7209960.88,8440218.76,1230257.88,17.06,Pending,2024-11-30 05:49:59.632195
OC000532,2024-05-16 20:14:31.011396,SUP0047,AN001,1,627677.54,755472.63,127795.09,20.36,Completed,2024-05-22 20:14:31.011396
OC000533,2024-08-30 08:43:24.578171,SUP0017,AN001,3,2021698.55,2503834.44,482135.89,23.85,Completed,2024-09-05 08:43:24.578171
OC000534,2024-05-27 03:45:51.130122,SUP0028,AN001,2,1607465.01,1905845.06,298380.05,18.56,Completed,2024-06-11 03:45:51.130122
OC000535,2024-12-30 11:39:28.984552,SUP0012,AN008,25,31061054.09,32723879.0,1662824.91,5.35,Completed,2025-01-15 11:39:28.984552
OC000536,2024-02-09 15:49:31.970639,SUP0027,AN004,1,689931.36,777363.58,87432.22,12.67,Completed,2024-03-10 15:49:31.970639
OC000537,2024-11-25 23:35:04.434678,SUP0018,AN002,8,11150542.16,13626766.93,2476224.77,22.21,Completed,2024-12-20 23:35:04.434678
OC000538,2024-08-21 11:03:43.671821,SUP0013,AN001,5,4661002.76,5348458.65,687455.89,14.75,Completed,2024-09-11 11:03:43.671821
OC000539,2024-03-01 19:40:32.592428,SUP0024,AN001,3,8438136.33,9770336.44,1332200.11,15.79,Pending,2024-03-19 19:40:32.592428
OC000540,2024-09-22 09:13:41.649409,SUP0034,AN008,3,2614116.68,2949447.63,335330.95,12.83,Pending,2024-10-13 09:13:41.649409
OC000541,2024-12-21 23:42:42.134190,SUP0043,AN006,25,30114799.26,33736219.88,3621420.62,12.03,Completed,2024-12-31 23:42:42.134190
OC000542,2024-11-08 18:01:54.783680,SUP0017,AN007,25,34802859.52,40635743.84,5832884.32,16.76,Completed,2024-11-23 18:01:54.783680
OC000543,2024-06-20 15:43:53.115358,SUP0046,AN005,25,37064924.18,41048332.79,3983408.61,10.75,Completed,2024-07-02 15:43:53.115358
OC000544,2024-05-13 03:18:52.517256,SUP0037,AN003,8,11962244.29,13976362.42,2014118.13,16.84,Completed,2024-05-18 03:18:52.517256
OC000545,2024-04-11 04:49:50.057966,SUP0019,AN006,3,6796332.82,7421240.89,624908.07,9.19,Completed,2024-05-04 04:49:50.057966
OC000546,2024-10-10 11:09:33.367255,SUP0010,AN005,5,7289065.58,8110328.92,821263.34,11.27,Pending,2024-10-25 11:09:33.367255
OC000547,2024-03-24 15:22:29.842703,SUP0012,AN001,1,1897222.8,2164059.07,266836.27,14.06,Completed,2024-03-27 15:22:29.842703
OC000548,2024-03-20 21:55:55.107144,SUP0037,AN008,2,4011728.13,4675142.23,663414.1,16.54,Completed,2024-04-13 21:55:55.107144
OC000549,2024-02-09 09:43:27.037136,SUP0045,AN003,3,8713387.12,10782229.15,2068842.03,23.74,Pending,2024-03-01 09:43:27.037136
OC000550,2024-05-18 13:35:26.343199,SUP0049,AN001,1,12257.04,14150.19,1893.15,15.45,Completed,2024-06-04 13:35:26.343199
OC000551,2024-05-06 10:35:17.258797,SUP0026,AN008,2,3145810.16,3734269.58,588459.42,18.71,Completed,2024-06-05 10:35:17.258797
OC000552,2024-09-16 12:54:32.074744,SUP0037,AN002,3,2651854.16,3240664.41,588810.25,22.2,Completed,2024-10-09 12:54:32.074744
OC000553,2024-02-04 22:03:10.578620,SUP0014,AN007,3,4313251.58,5239488.46,926236.88,21.47,Completed,2024-02-15 22:03:10.578620
OC000554,2024-10-10 04:55:38.505347,SUP0007,AN008,5,4268024.04,4645245.67,377221.63,8.84,Completed,2024-11-07 04:55:38.505347
OC000555,2024-11-10 04:59:51.818641,SUP0032,AN002,1,236885.2,270719.97,33834.77,14.28,Pending,2024-11-26 04:59:51.818641
OC000556,2024-11-18 19:42:05.310899,SUP0011,AN008,3,1714161.44,1893363.98,179202.54,10.45,Completed,2024-11-29 19:42:05.310899
OC000557,2024-11-12 11:09:25.038672,SUP0042,AN008,3,2938881.3,3189265.3,250384.0,8.52,Completed,2024-12-08 11:09:25.038672
OC000558,2024-02-08 21:48:04.003282,SUP0041,AN007,2,1157789.55,1228490.5,70700.95,6.11,Completed,2024-02-21 21:48:04.003282
OC000559,2024-11-18 15:11:39.096830,SUP0001,AN002,3,3517115.55,4326456.51,809340.96,23.01,Pending,2024-12-02 15:11:39.096830
OC000560,2024-02-19 20:56:14.232643,SUP0003,AN004,8,8214060.19,9562765.14,1348704.95,16.42,Completed,2024-03-09 20:56:14.232643
OC000561,2024-01-02 23:14:55.659189,SUP0002,AN002,1,2509368.2,3050880.61,541512.41,21.58,Completed,2024-01-20 23:14:55.659189
OC000562,2024-11-08 11:33:04.712137,SUP0033,AN003,5,5700813.46,6361293.64,660480.18,11.59,Pending,2024-12-06 11:33:04.712137
OC000563,2024-02-03 09:27:06.202661,SUP0026,AN004,5,7595057.04,8193969.68,598912.64,7.89,Completed,2024-02-12 09:27:06.202661
OC000564,2024-11-16 11:20:33.569505,SUP0022,AN004,5,9344742.61,9916501.44,571758.83,6.12,Completed,2024-12-11 11:20:33.569505
OC000565,2024-02-09 17:42:12.052749,SUP0005,AN008,15,20401218.95,25366080.65,4964861.7,24.34,Completed,2024-03-09 17:42:12.052749
OC000566,2024-07-06 14:36:09.650327,SUP0047,AN006,5,5931007.88,6883204.98,952197.1,16.05,Completed,2024-07-29 14:36:09.650327
OC000567,2024-01-20 21:35:34.885878,SUP0012,AN002,2,2583952.77,3179893.47,595940.7,23.06,Completed,2024-02-09 21:35:34.885878
OC000568,2024-05-14 08:56:07.513582,SUP0049,AN001,1,609032.46,686802.37,77769.91,12.77,Pending,2024-05-25 08:56:07.513582
OC000569,2024-12-23 12:08:25.001453,SUP0041,AN004,8,6096646.34,7171305.49,1074659.15,17.63,Pending,2025-01-20 12:08:25.001453
OC000570,2024-09-29 17:34:08.713697,SUP0005,AN003,1,319642.84,388250.84,68608.0,21.46,Pending,2024-10-17 17:34:08.713697
OC000571,2024-09-21 10:58:04.962903,SUP0026,AN005,5,4230827.8,5033400.76,802572.96,18.97,Completed,2024-10-05 10:58:04.962903
OC000572,2024-04-30 18:43:51.232106,SUP0029,AN007,2,2622224.1,3135777.04,513552.94,19.58,Completed,2024-05-17 18:43:51.232106
OC000573,2024-01-03 00:07:45.801990,SUP0040,AN005,2,2275837.06,2681560.91,405723.85,17.83,Completed,2024-01-26 00:07:45.801990
OC000574,2024-03-11 05:45:22.584278,SUP0012,AN008,2,1428823.92,1501144.07,72320.15,5.06,Completed,2024-04-03 05:45:22.584278
OC000575,2024-02-10 13:51:05.106972,SUP0040,AN008,1,3379591.84,3604153.59,224561.75,6.64,Completed,2024-02-20 13:51:05.106972
OC000576,2024-11-06 02:04:28.420892,SUP0032,AN001,2,5875875.6,7066519.2,1190643.6,20.26,Pending,2024-12-04 02:04:28.420892
OC000577,2024-06-04 00:43:37.369049,SUP0006,AN001,1,1261800.44,1445610.82,183810.38,14.57,Completed,2024-06-15 00:43:37.369049
OC000578,2024-12-02 11:36:04.808809,SUP0049,AN002,15,18848683.09,23365239.28,4516556.19,23.96,Completed,2024-12-07 11:36:04.808809
OC000579,2024-02-13 14:33:18.539916,SUP0019,AN003,3,1504114.78,1835570.8,331456.02,22.04,Completed,2024-02-28 14:33:18.539916
OC000580,2024-01-23 07:08:54.854333,SUP0039,AN008,2,2500827.15,2700518.8,199691.65,7.99,Completed,2024-01-31 07:08:54.854333
OC000581,2024-07-16 13:10:50.259181,SUP0017,AN003,25,30272255.52,36185686.75,5913431.23,19.53,Completed,2024-08-01 13:10:50.259181
OC000582,2024-11-13 23:18:45.165122,SUP0050,AN001,8,6341629.95,7127532.6,785902.65,12.39,Pending,2024-11-18 23:18:45.165122
OC000583,2024-03-17 16:56:22.553388,SUP0022,AN007,25,21916398.73,27129529.5,5213130.77,23.79,Completed,2024-03-20 16:56:22.553388
OC000584,2024-11-05 09:58:01.718979,SUP0049,AN003,78,92436913.73,99344802.57,6907888.84,7.47,Completed,2024-11-14 09:58:01.718979
OC000585,2024-08-22 16:13:15.923457,SUP0038,AN007,3,2715438.8,3258492.16,543053.36,20.0,Completed,2024-09-12 16:13:15.923457
OC000586,2024-07-24 20:52:54.807562,SUP0035,AN002,25,37170489.21,45936394.1,8765904.89,23.58,Completed,2024-08-22 20:52:54.807562
OC000587,2024-07-12 09:07:49.158870,SUP0035,AN008,5,7015202.07,8039218.26,1024016.19,14.6,Completed,2024-08-03 09:07:49.158870
OC000588,2024-11-13 05:06:36.864966,SUP0029,AN005,8,18049085.47,22225204.77,4176119.3,23.14,Completed,2024-11-22 05:06:36.864966
OC000589,2024-10-16 19:54:45.424323,SUP0021,AN001,5,4667892.76,4967313.89,299421.13,6.41,Pending,2024-10-21 19:54:45.424323
OC000590,2024-05-21 10:05:59.747627,SUP0012,AN004,3,2769196.44,3040622.07,271425.63,9.8,Pending,2024-05-26 10:05:59.747627
OC000591,2024-03-24 20:45:22.159174,SUP0017,AN001,2,1118031.45,1260804.71,142773.26,12.77,Pending,2024-04-05 20:45:22.159174
OC000592,2024-11-30 23:09:09.139273,SUP0032,AN004,15,20809902.8,22250412.12,1440509.32,6.92,Completed,2024-12-19 23:09:09.139273
OC000593,2024-09-12 16:42:52.963967,SUP0035,AN001,8,9662478.0,11607516.74,1945038.74,20.13,Completed,2024-10-04 16:42:52.963967
OC000594,2024-07-20 20:22:46.418600,SUP0001,AN003,5,3379461.51,3779417.3,399955.79,11.83,Pending,2024-08-13 20:22:46.418600
OC000595,2024-03-24 22:54:44.896466,SUP0022,AN008,1,3728903.2,4447563.89,718660.69,19.27,Pending,2024-04-12 22:54:44.896466
OC000596,2024-12-16 06:57:47.346869,SUP0032,AN002,5,6303802.45,7209304.8,905502.35,14.36,Completed,2025-01-13 06:57:47.346869
OC000597,2024-12-19 01:11:25.554497,SUP0032,AN008,1,847478.0,1056667.14,209189.14,24.68,Completed,2025-01-17 01:11:25.554497
OC000598,2024-06-24 00:15:37.509645,SUP0027,AN005,5,5413088.32,5766598.19,353509.87,6.53,Completed,2024-07-13 00:15:37.509645
OC000599,2024-02-16 15:28:39.691929,SUP0013,AN008,50,54013378.36,60980389.5,6967011.14,12.9,Completed,2024-02-24 15:28:39.691929
OC000600,2024-11-05 18:57:45.026016,SUP0045,AN001,2,4374337.2,4947455.51,573118.31,13.1,Pending,2024-11-17 18:57:45.026016
OC000601,2024-07-26 14:30:02.194505,SUP0042,AN007,2,2641902.5,2964599.68,322697.18,12.21,Pending,2024-08-23 14:30:02.194505
OC000602,2024-11-01 23:10:38.490330,SUP0022,AN001,8,5311800.81,6489971.01,1178170.2,22.18,Completed,2024-11-19 23:10:38.490330
OC000603,2024-02-23 20:04:10.631135,SUP0043,AN008,50,50807318.8,59353508.92,8546190.12,16.82,Pending,2024-03-04 20:04:10.631135
OC000604,2024-04-11 06:48:42.568757,SUP0041,AN004,8,9110854.12,9682123.93,571269.81,6.27,Pending,2024-04-29 06:48:42.568757
OC000605,2024-06-21 21:30:07.098032,SUP0046,AN006,2,1952415.98,2185442.34,233026.36,11.94,Pending,2024-06-24 21:30:07.098032
OC000606,2024-09-15 13:51:58.413816,SUP0046,AN006,2,2637355.19,3016733.69,379378.5,14.38,Pending,2024-09-25 13:51:58.413816
OC000607,2024-02-05 19:24:24.269865,SUP0048,AN007,2,2828522.2,3302389.45,473867.25,16.75,Completed,2024-02-27 19:24:24.269865
OC000608,2024-05-11 19:13:23.385442,SUP0016,AN001,3,6217759.17,6691749.61,473990.44,7.62,Completed,2024-06-06 19:13:23.385442
OC000609,2024-07-07 09:48:43.187700,SUP0006,AN004,3,6618203.16,8051812.84,1433609.68,21.66,Completed,2024-08-04 09:48:43.187700
OC000610,2024-10-03 07:21:06.012217,SUP0006,AN005,2,4752392.38,5186959.3,434566.92,9.14,Completed,2024-10-27 07:21:06.012217
OC000611,2024-04-07 19:54:45.330580,SUP0033,AN005,3,2072770.43,2427524.68,354754.25,17.11,Completed,2024-05-05 19:54:45.330580
OC000612,2024-05-24 17:13:23.351035,SUP0009,AN006,3,3051465.63,3331854.4,280388.77,9.19,Completed,2024-05-27 17:13:23.351035
OC000613,2024-06-06 09:42:34.615832,SUP0048,AN001,8,6122500.54,6842181.81,719681.27,11.75,Completed,2024-06-28 09:42:34.615832
OC000614,2024-07-20 14:09:15.118205,SUP0006,AN007,5,8000359.88,8812911.86,812551.98,10.16,Completed,2024-08-17 14:09:15.118205
OC000615,2024-04-15 07:39:49.127055,SUP0043,AN003,2,345378.15,423275.68,77897.53,22.55,Completed,2024-04-22 07:39:49.127055
OC000616,2024-05-19 18:25:03.314028,SUP0015,AN005,25,29003788.82,32148512.95,3144724.13,10.84,Pending,2024-06-15 18:25:03.314028
OC000617,2024-12-20 03:08:07.777907,SUP0018,AN005,8,9798756.61,11951729.79,2152973.18,21.97,Pending,2025-01-05 03:08:07.777907
OC000618,2024-12-17 21:18:34.555628,SUP0005,AN003,2,506515.97,616411.03,109895.06,21.7,Pending,2024-12-30 21:18:34.555628
OC000619,2024-04-05 12:03:25.656298,SUP0035,AN004,3,1563998.03,1668859.05,104861.02,6.7,Completed,2024-04-30 12:03:25.656298
OC000620,2024-08-30 06:58:31.368172,SUP0004,AN006,8,13540233.02,15359288.07,1819055.05,13.43,Completed,2024-09-06 06:58:31.368172
OC000621,2024-10-25 11:06:22.736223,SUP0023,AN001,1,800657.75,987694.61,187036.86,23.36,Pending,2024-11-24 11:06:22.736223
OC000622,2024-09-15 11:18:06.601735,SUP0026,AN003,3,4570831.41,5203963.5,633132.09,13.85,Completed,2024-10-10 11:18:06.601735
OC000623,2024-02-17 18:57:56.903349,SUP0033,AN006,3,651751.01,725373.4,73622.39,11.3,Completed,2024-03-04 18:57:56.903349
OC000624,2024-10-19 00:41:28.216141,SUP0019,AN002,15,23040525.95,26045023.52,3004497.57,13.04,Completed,2024-11-14 00:41:28.216141
OC000625,2024-07-23 15:19:14.507199,SUP0025,AN003,8,10500206.59,11962232.36,1462025.77,13.92,Completed,2024-08-12 15:19:14.507199
OC000626,2024-11-19 18:50:59.023213,SUP0044,AN006,3,4384376.45,5215190.33,830813.88,18.95,Pending,2024-12-16 18:50:59.023213
OC000627,2024-02-22 03:43:41.816975,SUP0003,AN008,2,1468646.8,1552938.37,84291.57,5.74,Completed,2024-03-08 03:43:41.816975
OC000628,2024-04-21 01:59:27.845001,SUP0025,AN006,8,11431812.67,13264985.8,1833173.13,16.04,Completed,2024-05-18 01:59:27.845001
OC000629,2024-04-30 21:41:45.269748,SUP0033,AN004,5,5695324.42,6654990.69,959666.27,16.85,Completed,2024-05-29 21:41:45.269748
OC000630,2024-09-07 15:53:52.060286,SUP0029,AN003,2,3678858.32,4588974.54,910116.22,24.74,Completed,2024-10-03 15:53:52.060286
OC000631,2024-07-18 22:35:26.524104,SUP0025,AN005,8,10827850.66,12778947.97,1951097.31,18.02,Completed,2024-08-04 22:35:26.524104
OC000632,2024-09-18 07:35:29.002139,SUP0027,AN008,59,73841791.08,86163088.13,12321297.05,16.69,Pending,2024-10-05 07:35:29.002139
OC000633,2024-02-02 01:10:54.647547,SUP0010,AN002,2,4642073.44,5553513.89,911440.45,19.63,Pending,2024-03-02 01:10:54.647547
OC000634,2024-06-17 12:32:30.758963,SUP0036,AN002,8,6765942.19,8414168.75,1648226.56,24.36,Completed,2024-07-12 12:32:30.758963
OC000635,2024-07-11 04:28:50.753451,SUP0010,AN003,8,7966939.75,9723359.65,1756419.9,22.05,Completed,2024-07-17 04:28:50.753451
OC000636,2024-04-16 12:24:25.371603,SUP0034,AN004,2,4109595.64,4553095.45,443499.81,10.79,Completed,2024-04-22 12:24:25.371603
OC000637,2024-10-02 04:04:24.748173,SUP0013,AN004,15,14846497.32,16132433.02,1285935.7,8.66,Pending,2024-10-05 04:04:24.748173
OC000638,2024-07-26 08:46:56.159114,SUP0039,AN001,3,734995.77,833128.75,98132.98,13.35,Completed,2024-08-16 08:46:56.159114
OC000639,2024-11-24 03:11:40.486601,SUP0040,AN005,5,11656591.36,12549042.39,892451.03,7.66,Completed,2024-12-13 03:11:40.486601
OC000640,2024-12-28 08:14:45.575094,SUP0047,AN008,2,3674789.34,4348907.94,674118.6,18.34,Completed,2025-01-27 08:14:45.575094
OC000641,2024-06-24 12:11:52.982474,SUP0028,AN001,2,3183772.08,3766085.47,582313.39,18.29,Pending,2024-07-09 12:11:52.982474
OC000642,2024-05-15 10:45:22.907178,SUP0023,AN002,3,2883854.95,3340077.6,456222.65,15.82,Pending,2024-06-10 10:45:22.907178
OC000643,2024-12-02 17:49:53.969828,SUP0041,AN001,2,632898.46,754061.63,121163.17,19.14,Completed,2024-12-22 17:49:53.969828
OC000644,2024-02-16 14:09:40.937907,SUP0003,AN006,3,2178414.7,2371172.48,192757.78,8.85,Completed,2024-03-08 14:09:40.937907
OC000645,2024-01-27 06:08:15.711677,SUP0041,AN002,100,112767556.05,135613773.43,22846217.38,20.26,Completed,2024-02-08 06:08:15.711677
OC000646,2024-03-22 07:16:35.769616,SUP0043,AN001,3,1810774.16,2082546.87,271772.71,15.01,Completed,2024-04-05 07:16:35.769616
OC000647,2024-12-29 04:22:28.243795,SUP0034,AN003,8,7305804.51,8858497.96,1552693.45,21.25,Completed,2025-01-21 04:22:28.243795
OC000648,2024-08-20 18:16:58.511364,SUP0046,AN002,8,4972546.04,5599239.51,626693.47,12.6,Completed,2024-09-18 18:16:58.511364
OC000649,2024-09-27 21:10:35.515745,SUP0020,AN008,3,5570794.48,5900011.42,329216.94,5.91,Completed,2024-10-09 21:10:35.515745
OC000650,2024-08-07 01:47:54.408281,SUP0038,AN007,3,1919533.56,2062721.92,143188.36,7.46,Completed,2024-09-02 01:47:54.408281
OC000651,2024-08-19 06:35:52.362210,SUP0009,AN003,5,6927053.75,8599822.48,1672768.73,24.15,Completed,2024-09-12 06:35:52.362210
OC000652,2024-08-09 17:04:59.757675,SUP0014,AN006,2,2792945.12,3479808.72,686863.6,24.59,Pending,2024-08-20 17:04:59.757675
OC000653,2024-08-07 14:44:09.640842,SUP0037,AN006,2,901975.2,985069.47,83094.27,9.21,Completed,2024-08-10 14:44:09.640842
OC000654,2024-10-31 13:45:22.273705,SUP0032,AN005,2,2199668.99,2715384.81,515715.82,23.45,Pending,2024-11-03 13:45:22.273705
OC000655,2024-10-22 10:28:50.007571,SUP0021,AN006,15,21348470.07,22548030.02,1199559.95,5.62,Pending,2024-11-15 10:28:50.007571
OC000656,2024-01-27 12:40:30.090210,SUP0035,AN004,25,32986786.63,35229667.24,2242880.61,6.8,Completed,2024-02-24 12:40:30.090210
OC000657,2024-01-01 07:30:57.715333,SUP0007,AN001,8,11967667.24,14016596.41,2048929.17,17.12,Completed,2024-01-10 07:30:57.715333
