invoice_id,order_id,invoice_date,assigned_to,processed_date,processing_days,amount,has_error,error_type
INV000337,OC000337,2024-03-22 14:23:54.653938,AN004,2024-03-26 14:23:54.653938,4,4161180.03,False,
INV000338,OC000338,2024-08-11 04:39:34.958130,AN007,2024-08-14 04:39:34.958130,3,2908036.53,False,
INV000339,OC000339,2024-05-25 08:40:18.148953,AN007,2024-05-26 08:40:18.148953,1,3157859.22,False,
INV000340,OC000340,2024-03-18 10:47:47.666711,AN007,2024-03-19 10:47:47.666711,1,501008.1,False,
INV000341,OC000341,2024-02-14 04:01:10.071706,AN006,2024-02-21 04:01:10.071706,7,10059381.97,False,
INV000342,OC000342,2024-11-02 20:49:25.703186,AN001,2024-11-06 20:49:25.703186,4,1317155.44,False,
INV000343,OC000343,2024-01-09 08:53:35.780723,AN007,2024-01-16 08:53:35.780723,7,15995217.21,False,
INV000344,OC000344,2024-12-11 18:31:24.919186,AN008,2024-12-18 18:31:24.919186,7,8531707.91,False,
INV000345,OC000345,2024-05-22 10:25:41.763861,AN007,2024-05-29 10:25:41.763861,7,20464399.62,False,
INV000347,OC000347,2024-07-13 23:38:13.202624,AN005,2024-07-16 23:38:13.202624,3,1787648.72,False,
INV000348,OC000348,2024-02-07 23:30:13.950124,AN003,2024-02-12 23:30:13.950124,5,8829409.5,False,
INV000349,OC000349,2024-04-01 03:46:27.624607,AN002,2024-04-07 03:46:27.624607,6,1579722.88,False,
INV000350,OC000350,2024-11-08 16:22:50.225826,AN005,2024-11-09 16:22:50.225826,1,2384055.38,False,
INV000351,OC000351,2024-09-28 12:30:21.452243,AN007,2024-10-04 12:30:21.452243,6,1805624.07,False,
INV000352,OC000352,2024-01-09 01:04:54.715809,AN003,2024-01-10 01:04:54.715809,1,607470.56,False,
INV000355,OC000355,2024-03-23 15:09:41.687336,AN007,2024-03-26 15:09:41.687336,3,4147546.86,True,Datos faltantes
INV000356,OC000356,2024-09-02 22:07:36.810013,AN003,2024-09-06 22:07:36.810013,4,1251432.07,True,Monto incorrecto
INV000357,OC000357,2024-12-22 06:54:27.487583,AN005,2024-12-26 06:54:27.487583,4,19545305.57,False,
INV000358,OC000358,2024-05-11 22:21:31.825178,AN003,2024-05-12 22:21:31.825178,1,1828916.45,False,
INV000359,OC000359,2024-03-19 19:00:54.897636,AN004,2024-03-21 19:00:54.897636,2,4021893.8,False,
INV000360,OC000360,2024-12-05 09:29:39.353557,AN002,2024-12-08 09:29:39.353557,3,4942316.58,False,
INV000361,OC000361,2024-07-06 15:40:16.227362,AN004,2024-07-11 15:40:16.227362,5,175327.63,False,
INV000363,OC000363,2024-08-22 06:30:09.307055,AN002,2024-08-26 06:30:09.307055,4,7162403.49,False,
INV000364,OC000364,2024-06-06 11:08:48.611182,AN001,2024-06-12 11:08:48.611182,6,7137913.51,False,
INV000365,OC000365,2024-12-11 02:07:47.825414,AN005,2024-12-15 02:07:47.825414,4,18264489.08,False,
INV000367,OC000367,2024-11-03 17:55:18.634251,AN003,2024-11-08 17:55:18.634251,5,24062052.1,False,
INV000368,OC000368,2024-01-11 08:23:24.132435,AN006,2024-01-17 08:23:24.132435,6,9341737.1,False,
INV000369,OC000369,2024-06-04 19:58:09.537711,AN006,2024-06-11 19:58:09.537711,7,6115297.49,False,
INV000370,OC000370,2024-10-03 02:49:20.547628,AN007,2024-10-09 02:49:20.547628,6,3250285.24,False,
INV000371,OC000371,2024-05-11 08:10:35.253212,AN007,2024-05-16 08:10:35.253212,5,6996138.35,True,SKU incorrecto
INV000372,OC000372,2024-09-18 09:19:29.983119,AN006,2024-09-23 09:19:29.983119,5,5618660.68,False,
INV000373,OC000373,2024-03-17 07:19:06.335302,AN007,2024-03-20 07:19:06.335302,3,3223616.46,False,
INV000374,OC000374,2024-03-30 06:49:39.013783,AN004,2024-04-05 06:49:39.013783,6,4161817.35,False,
INV000375,OC000375,2024-12-07 06:03:03.171554,AN008,2024-12-11 06:03:03.171554,4,2717041.96,False,
INV000377,OC000377,2024-10-13 12:53:17.735354,AN003,2024-10-18 12:53:17.735354,5,4144122.95,False,
INV000378,OC000378,2024-03-21 10:44:32.124782,AN001,2024-03-27 10:44:32.124782,6,33083820.75,False,
INV000379,OC000379,2024-11-26 10:48:31.726554,AN004,2024-12-02 10:48:31.726554,6,1184398.06,False,
INV000380,OC000380,2024-10-01 16:17:05.165353,AN003,2024-10-08 16:17:05.165353,7,1673469.93,False,
INV000381,OC000381,2024-02-29 21:30:55.638911,AN001,2024-03-01 21:30:55.638911,1,4080726.36,False,
INV000382,OC000382,2024-07-23 05:34:25.593289,AN008,2024-07-30 05:34:25.593289,7,18716583.88,False,
INV000384,OC000384,2024-08-20 23:15:41.458333,AN002,2024-08-27 23:15:41.458333,7,666538.87,True,SKU incorrecto
INV000385,OC000385,2024-11-07 17:18:36.472972,AN004,2024-11-12 17:18:36.472972,5,5457597.74,False,
INV000386,OC000386,2024-08-09 22:43:42.780220,AN005,2024-08-15 22:43:42.780220,6,10006206.84,False,
INV000387,OC000387,2024-05-06 07:11:31.730187,AN005,2024-05-12 07:11:31.730187,6,2669003.76,False,
INV000388,OC000388,2024-06-04 18:44:41.550819,AN006,2024-06-11 18:44:41.550819,7,176860986.75,False,
INV000389,OC000389,2024-04-06 21:38:03.825762,AN001,2024-04-11 21:38:03.825762,5,24135460.67,False,
INV000390,OC000390,2024-05-01 12:36:21.574899,AN008,2024-05-02 12:36:21.574899,1,17044707.89,False,
INV000392,OC000392,2024-09-26 09:25:50.602725,AN006,2024-09-28 09:25:50.602725,2,1827028.28,False,
INV000395,OC000395,2024-01-27 23:47:44.544637,AN008,2024-01-31 23:47:44.544637,4,8836134.32,False,
INV000396,OC000396,2024-07-03 13:22:15.796543,AN002,2024-07-09 13:22:15.796543,6,414022.98,False,
INV000397,OC000397,2024-06-16 05:16:27.204905,AN008,2024-06-20 05:16:27.204905,4,8873094.23,False,
INV000398,OC000398,2024-01-29 21:07:32.212265,AN005,2024-02-03 21:07:32.212265,5,6384999.31,False,
INV000399,OC000399,2024-11-25 22:24:53.862324,AN001,2024-12-02 22:24:53.862324,7,5308941.71,False,
INV000402,OC000402,2024-11-11 12:33:54.850343,AN001,2024-11-18 12:33:54.850343,7,2007874.3,False,
INV000403,OC000403,2024-04-20 23:52:30.580719,AN001,2024-04-24 23:52:30.580719,4,1481714.51,False,
INV000404,OC000404,2024-02-23 09:55:21.371202,AN008,2024-02-27 09:55:21.371202,4,6619327.62,False,
INV000407,OC000407,2024-12-08 06:23:14.215661,AN008,2024-12-15 06:23:14.215661,7,3944491.24,False,
INV000408,OC000408,2024-04-10 16:37:36.374993,AN002,2024-04-11 16:37:36.374993,1,6047689.23,False,
INV000409,OC000409,2024-01-10 18:21:40.723531,AN005,2024-01-15 18:21:40.723531,5,3547485.22,False,
INV000411,OC000411,2024-11-19 05:48:42.198307,AN004,2024-11-24 05:48:42.198307,5,10800360.2,False,
INV000412,OC000412,2024-06-16 00:11:45.953534,AN004,2024-06-21 00:11:45.953534,5,16737787.65,False,
INV000413,OC000413,2024-09-26 13:46:41.881490,AN003,2024-09-28 13:46:41.881490,2,3346994.49,False,
INV000414,OC000414,2024-09-26 18:36:36.653386,AN004,2024-10-01 18:36:36.653386,5,23520842.89,False,
INV000415,OC000415,2024-09-06 10:51:43.531490,AN006,2024-09-07 10:51:43.531490,1,1066712.22,False,
INV000416,OC000416,2024-06-30 04:43:46.456276,AN001,2024-07-03 04:43:46.456276,3,96253.03,False,
INV000417,OC000417,2024-08-26 06:11:12.610810,AN003,2024-09-01 06:11:12.610810,6,3808051.52,True,Datos faltantes
INV000419,OC000419,2024-06-24 14:29:02.867337,AN008,2024-07-01 14:29:02.867337,7,5839378.76,False,
INV000420,OC000420,2024-03-19 02:57:51.750677,AN008,2024-03-23 02:57:51.750677,4,3983005.59,True,Datos faltantes
INV000421,OC000421,2024-11-23 13:24:04.192944,AN003,2024-11-25 13:24:04.192944,2,2511267.96,False,
INV000422,OC000422,2024-03-20 19:36:17.290688,AN002,2024-03-27 19:36:17.290688,7,1101431.64,False,
INV000425,OC000425,2024-01-27 22:52:19.230054,AN002,2024-01-28 22:52:19.230054,1,7165322.22,False,
INV000426,OC000426,2024-06-18 12:48:19.102910,AN005,2024-06-23 12:48:19.102910,5,5132295.92,False,
INV000428,OC000428,2024-02-11 15:51:42.496308,AN002,2024-02-13 15:51:42.496308,2,4728410.84,False,
INV000429,OC000429,2024-02-06 00:58:14.471670,AN006,2024-02-12 00:58:14.471670,6,7740327.81,False,
INV000431,OC000431,2024-04-11 00:32:48.218226,AN005,2024-04-18 00:32:48.218226,7,2799274.03,False,
INV000434,OC000434,2024-10-30 20:03:47.316455,AN006,2024-11-06 20:03:47.316455,7,4401272.07,False,
INV000435,OC000435,2024-02-22 02:24:49.960950,AN005,2024-02-26 02:24:49.960950,4,5574008.27,False,
INV000436,OC000436,2024-04-18 21:25:45.936606,AN003,2024-04-22 21:25:45.936606,4,3396806.27,False,
INV000437,OC000437,2024-01-22 18:00:47.047540,AN001,2024-01-26 18:00:47.047540,4,10263119.4,False,
INV000438,OC000438,2024-12-13 16:29:11.859090,AN007,2024-12-19 16:29:11.859090,6,23033067.5,False,
INV000441,OC000441,2024-08-25 01:34:45.709099,AN008,2024-08-28 01:34:45.709099,3,1545408.15,False,
INV000442,OC000442,2024-12-29 00:33:40.628275,AN007,2025-01-03 00:33:40.628275,5,6272770.85,False,
INV000443,OC000443,2024-11-22 20:36:47.824801,AN002,2024-11-23 20:36:47.824801,1,9361066.22,False,
INV000444,OC000444,2024-05-09 00:16:22.670557,AN006,2024-05-16 00:16:22.670557,7,3616616.12,False,
INV000445,OC000445,2024-03-21 08:54:01.452690,AN008,2024-03-28 08:54:01.452690,7,1606642.61,False,
INV000446,OC000446,2024-04-25 01:16:58.071519,AN004,2024-04-28 01:16:58.071519,3,24329713.46,True,Datos faltantes
INV000447,OC000447,2024-03-14 07:54:26.197205,AN005,2024-03-15 07:54:26.197205,1,5045753.4,False,
INV000448,OC000448,2024-06-30 20:17:43.095790,AN002,2024-07-02 20:17:43.095790,2,494795.67,False,
INV000449,OC000449,2024-01-28 16:39:09.263580,AN004,2024-01-29 16:39:09.263580,1,2842154.09,False,
INV000450,OC000450,2024-01-25 20:13:15.420667,AN002,2024-01-27 20:13:15.420667,2,5182422.27,True,SKU incorrecto
INV000451,OC000451,2024-12-12 08:14:45.848065,AN008,2024-12-13 08:14:45.848065,1,1266393.04,False,
INV000452,OC000452,2024-07-02 05:04:13.332944,AN005,2024-07-06 05:04:13.332944,4,3857214.77,False,
INV000453,OC000453,2024-08-18 16:27:54.328068,AN005,2024-08-23 16:27:54.328068,5,389557.48,False,
INV000454,OC000454,2024-06-20 17:23:22.659892,AN004,2024-06-25 17:23:22.659892,5,32455533.13,False,
INV000456,OC000456,2024-03-03 16:10:03.079198,AN005,2024-03-10 16:10:03.079198,7,504728.25,False,
INV000457,OC000457,2024-02-05 10:23:37.776177,AN008,2024-02-08 10:23:37.776177,3,9944187.8,False,
INV000459,OC000459,2024-08-10 16:30:53.077427,AN004,2024-08-16 16:30:53.077427,6,7502272.87,False,
INV000460,OC000460,2024-12-20 10:32:45.280653,AN006,2024-12-22 10:32:45.280653,2,1172027.77,False,
INV000461,OC000461,2024-02-25 00:50:50.678047,AN003,2024-02-28 00:50:50.678047,3,3064761.3,False,
INV000463,OC000463,2024-05-20 02:37:00.276777,AN006,2024-05-26 02:37:00.276777,6,2003260.94,False,
INV000464,OC000464,2024-05-13 17:35:31.222870,AN008,2024-05-14 17:35:31.222870,1,2423705.58,False,
INV000465,OC000465,2024-02-26 00:44:27.739356,AN004,2024-02-27 00:44:27.739356,1,6359868.8,False,
INV000466,OC000466,2024-05-04 20:56:33.178895,AN006,2024-05-10 20:56:33.178895,6,740496.01,False,
INV000467,OC000467,2024-09-18 03:11:57.465922,AN006,2024-09-22 03:11:57.465922,4,36364495.99,False,
INV000470,OC000470,2024-12-09 03:50:38.336974,AN008,2024-12-16 03:50:38.336974,7,3464101.4,False,
INV000471,OC000471,2024-08-10 23:22:44.912870,AN002,2024-08-12 23:22:44.912870,2,42634811.84,True,Monto incorrecto
INV000472,OC000472,2024-04-17 00:47:39.787533,AN002,2024-04-19 00:47:39.787533,2,3645340.76,False,
INV000473,OC000473,2024-08-01 16:44:30.572893,AN007,2024-08-06 16:44:30.572893,5,42829797.1,False,
INV000474,OC000474,2024-07-03 04:24:07.830092,AN003,2024-07-09 04:24:07.830092,6,2375168.54,False,
INV000476,OC000476,2024-09-24 01:56:33.505605,AN003,2024-09-28 01:56:33.505605,4,8474533.36,False,
INV000477,OC000477,2024-03-08 16:37:24.451613,AN005,2024-03-11 16:37:24.451613,3,6095639.33,False,
INV000478,OC000478,2024-12-14 11:39:28.782959,AN005,2024-12-21 11:39:28.782959,7,3132448.92,False,
INV000479,OC000479,2024-08-03 01:03:53.241510,AN007,2024-08-09 01:03:53.241510,6,1829357.35,False,
INV000480,OC000480,2024-07-21 14:58:29.452965,AN004,2024-07-27 14:58:29.452965,6,12949293.76,False,
INV000481,OC000481,2024-06-27 05:31:40.139438,AN001,2024-06-28 05:31:40.139438,1,8148864.49,False,
INV000482,OC000482,2024-11-05 01:19:39.014159,AN003,2024-11-11 01:19:39.014159,6,9982018.19,False,
INV000483,OC000483,2024-06-08 04:48:39.418760,AN005,2024-06-11 04:48:39.418760,3,5759840.57,False,
INV000484,OC000484,2024-06-19 12:29:27.364276,AN002,2024-06-21 12:29:27.364276,2,2034904.57,False,
INV000485,OC000485,2024-03-07 15:02:38.593984,AN003,2024-03-12 15:02:38.593984,5,26351482.49,False,
INV000487,OC000487,2024-05-21 20:55:16.674417,AN006,2024-05-23 20:55:16.674417,2,1679700.75,False,
INV000488,OC000488,2024-12-24 17:45:51.317550,AN005,2024-12-25 17:45:51.317550,1,594653.91,False,
INV000489,OC000489,2024-12-01 11:36:01.003926,AN003,2024-12-06 11:36:01.003926,5,853050.81,False,
INV000491,OC000491,2024-05-28 12:37:33.657061,AN003,2024-05-30 12:37:33.657061,2,3874284.87,False,
INV000492,OC000492,2024-09-18 10:14:31.693753,AN008,2024-09-19 10:14:31.693753,1,4370427.7,False,
INV000493,OC000493,2024-11-27 10:01:14.187685,AN006,2024-11-29 10:01:14.187685,2,11643377.25,False,
INV000494,OC000494,2024-12-18 05:32:21.165175,AN007,2024-12-25 05:32:21.165175,7,1143799.68,False,
INV000495,OC000495,2024-09-07 01:25:45.532232,AN004,2024-09-08 01:25:45.532232,1,1400442.45,False,
INV000496,OC000496,2024-10-01 14:32:36.715622,AN005,2024-10-07 14:32:36.715622,6,11703181.41,False,
INV000499,OC000499,2024-10-26 17:50:55.501760,AN003,2024-10-31 17:50:55.501760,5,16267541.39,False,
INV000500,OC000500,2024-11-27 09:17:46.855606,AN008,2024-12-04 09:17:46.855606,7,14523464.51,False,
INV000502,OC000502,2024-06-28 03:52:23.692095,AN005,2024-07-05 03:52:23.692095,7,2239677.94,False,
INV000503,OC000503,2024-10-15 13:52:23.844710,AN002,2024-10-17 13:52:23.844710,2,3587171.04,False,
INV000505,OC000505,2024-08-21 15:46:21.751421,AN003,2024-08-28 15:46:21.751421,7,6246580.03,False,
INV000506,OC000506,2024-03-23 08:08:54.568415,AN001,2024-03-28 08:08:54.568415,5,3712611.86,False,
INV000508,OC000508,2024-02-19 21:03:34.118769,AN004,2024-02-26 21:03:34.118769,7,11052649.03,False,
INV000509,OC000509,2024-02-24 22:04:39.129457,AN003,2024-02-28 22:04:39.129457,4,9263814.32,False,
INV000510,OC000510,2024-03-13 10:26:37.639095,AN002,2024-03-16 10:26:37.639095,3,4552137.76,False,
INV000511,OC000511,2024-01-29 19:02:49.361162,AN001,2024-02-02 19:02:49.361162,4,6018691.07,False,
INV000512,OC000512,2024-07-13 12:10:53.723354,AN002,2024-07-15 12:10:53.723354,2,28257956.25,False,
INV000513,OC000513,2024-07-08 02:05:11.857308,AN001,2024-07-12 02:05:11.857308,4,12284741.51,False,
INV000514,OC000514,2024-09-27 13:10:11.755342,AN008,2024-10-02 13:10:11.755342,5,28237103.63,False,
INV000515,OC000515,2024-07-29 09:51:46.113242,AN008,2024-08-02 09:51:46.113242,4,14136680.13,False,
INV000516,OC000516,2024-09-01 05:47:15.870261,AN005,2024-09-03 05:47:15.870261,2,2031828.99,False,
INV000517,OC000517,2024-11-27 05:15:07.794060,AN007,2024-12-02 05:15:07.794060,5,10348336.63,False,
INV000518,OC000518,2024-10-02 19:36:13.782200,AN002,2024-10-04 19:36:13.782200,2,8135491.39,False,
INV000519,OC000519,2024-02-23 09:42:33.876660,AN003,2024-02-25 09:42:33.876660,2,360663.01,False,
INV000520,OC000520,2024-03-01 11:57:18.621967,AN002,2024-03-03 11:57:18.621967,2,2690457.65,False,
INV000521,OC000521,2024-06-16 18:58:33.798976,AN003,2024-06-21 18:58:33.798976,5,18748231.98,False,
INV000522,OC000522,2024-02-21 05:24:28.790187,AN002,2024-02-25 05:24:28.790187,4,2620352.78,False,
INV000523,OC000523,2024-11-08 12:17:50.992853,AN006,2024-11-12 12:17:50.992853,4,8520743.18,False,
INV000524,OC000524,2024-08-11 14:24:17.659318,AN001,2024-08-16 14:24:17.659318,5,3375660.49,False,
INV000525,OC000525,2024-06-08 01:03:34.682642,AN003,2024-06-11 01:03:34.682642,3,2417548.96,False,
INV000526,OC000526,2024-12-10 18:48:03.579635,AN007,2024-12-15 18:48:03.579635,5,5817319.17,False,
INV000527,OC000527,2024-12-17 19:37:44.396269,AN001,2024-12-22 19:37:44.396269,5,9413218.01,False,
INV000528,OC000528,2024-08-03 09:26:20.173721,AN006,2024-08-10 09:26:20.173721,7,10442837.7,False,
INV000530,OC000530,2024-08-29 09:13:37.385347,AN004,2024-08-31 09:13:37.385347,2,6111202.6,False,
INV000532,OC000532,2024-05-21 20:14:31.011396,AN003,2024-05-27 20:14:31.011396,6,755472.63,False,
INV000533,OC000533,2024-09-03 08:43:24.578171,AN003,2024-09-08 08:43:24.578171,5,2503834.44,False,
INV000534,OC000534,2024-05-31 03:45:51.130122,AN006,2024-06-04 03:45:51.130122,4,1905845.06,False,
INV000535,OC000535,2025-01-02 11:39:28.984552,AN002,2025-01-09 11:39:28.984552,7,32723879.0,False,
INV000536,OC000536,2024-02-12 15:49:31.970639,AN001,2024-02-13 15:49:31.970639,1,777363.58,False,
INV000537,OC000537,2024-11-30 23:35:04.434678,AN001,2024-12-02 23:35:04.434678,2,13626766.93,True,Datos faltantes
INV000538,OC000538,2024-08-26 11:03:43.671821,AN007,2024-09-02 11:03:43.671821,7,5348458.65,False,
INV000541,OC000541,2024-12-24 23:42:42.134190,AN004,2024-12-26 23:42:42.134190,2,33736219.88,False,
INV000542,OC000542,2024-11-10 18:01:54.783680,AN005,2024-11-17 18:01:54.783680,7,40635743.84,False,
INV000543,OC000543,2024-06-22 15:43:53.115358,AN001,2024-06-24 15:43:53.115358,2,41048332.79,False,
INV000544,OC000544,2024-05-14 03:18:52.517256,AN005,2024-05-15 03:18:52.517256,1,13976362.42,False,
INV000545,OC000545,2024-04-14 04:49:50.057966,AN007,2024-04-17 04:49:50.057966,3,7421240.89,True,SKU incorrecto
INV000547,OC000547,2024-03-28 15:22:29.842703,AN001,2024-04-01 15:22:29.842703,4,2164059.07,False,
INV000548,OC000548,2024-03-25 21:55:55.107144,AN007,2024-03-31 21:55:55.107144,6,4675142.23,False,
INV000550,OC000550,2024-05-19 13:35:26.343199,AN004,2024-05-26 13:35:26.343199,7,14150.19,False,
INV000551,OC000551,2024-05-08 10:35:17.258797,AN008,2024-05-15 10:35:17.258797,7,3734269.58,True,Datos faltantes
INV000552,OC000552,2024-09-21 12:54:32.074744,AN003,2024-09-22 12:54:32.074744,1,3240664.41,False,
INV000553,OC000553,2024-02-05 22:03:10.578620,AN004,2024-02-06 22:03:10.578620,1,5239488.46,False,
INV000554,OC000554,2024-10-15 04:55:38.505347,AN003,2024-10-19 04:55:38.505347,4,4645245.67,False,
INV000556,OC000556,2024-11-23 19:42:05.310899,AN005,2024-11-27 19:42:05.310899,4,1893363.98,False,
INV000557,OC000557,2024-11-17 11:09:25.038672,AN007,2024-11-22 11:09:25.038672,5,3189265.3,False,
INV000558,OC000558,2024-02-11 21:48:04.003282,AN003,2024-02-18 21:48:04.003282,7,1228490.5,False,
INV000560,OC000560,2024-02-22 20:56:14.232643,AN006,2024-02-24 20:56:14.232643,2,9562765.14,False,
INV000561,OC000561,2024-01-04 23:14:55.659189,AN007,2024-01-07 23:14:55.659189,3,3050880.61,False,
INV000563,OC000563,2024-02-06 09:27:06.202661,AN005,2024-02-11 09:27:06.202661,5,8193969.68,False,
INV000564,OC000564,2024-11-18 11:20:33.569505,AN002,2024-11-19 11:20:33.569505,1,9916501.44,False,
INV000565,OC000565,2024-02-11 17:42:12.052749,AN005,2024-02-14 17:42:12.052749,3,25366080.65,False,
INV000566,OC000566,2024-07-07 14:36:09.650327,AN008,2024-07-12 14:36:09.650327,5,6883204.98,False,
INV000567,OC000567,2024-01-24 21:35:34.885878,AN003,2024-01-28 21:35:34.885878,4,3179893.47,False,
INV000571,OC000571,2024-09-22 10:58:04.962903,AN008,2024-09-27 10:58:04.962903,5,5033400.76,False,
INV000572,OC000572,2024-05-05 18:43:51.232106,AN002,2024-05-10 18:43:51.232106,5,3135777.04,False,
INV000573,OC000573,2024-01-08 00:07:45.801990,AN007,2024-01-15 00:07:45.801990,7,2681560.91,False,
INV000574,OC000574,2024-03-12 05:45:22.584278,AN002,2024-03-18 05:45:22.584278,6,1501144.07,False,
INV000575,OC000575,2024-02-13 13:51:05.106972,AN008,2024-02-17 13:51:05.106972,4,3604153.59,False,
INV000577,OC000577,2024-06-05 00:43:37.369049,AN003,2024-06-06 00:43:37.369049,1,1445610.82,False,
INV000578,OC000578,2024-12-05 11:36:04.808809,AN007,2024-12-07 11:36:04.808809,2,23365239.28,False,
INV000579,OC000579,2024-02-14 14:33:18.539916,AN004,2024-02-18 14:33:18.539916,4,1835570.8,False,
INV000580,OC000580,2024-01-27 07:08:54.854333,AN008,2024-01-28 07:08:54.854333,1,2700518.8,False,
INV000581,OC000581,2024-07-20 13:10:50.259181,AN002,2024-07-25 13:10:50.259181,5,36185686.75,False,
INV000583,OC000583,2024-03-21 16:56:22.553388,AN008,2024-03-23 16:56:22.553388,2,27129529.5,False,
INV000584,OC000584,2024-11-08 09:58:01.718979,AN001,2024-11-15 09:58:01.718979,7,99344802.57,False,
INV000585,OC000585,2024-08-25 16:13:15.923457,AN008,2024-08-27 16:13:15.923457,2,3258492.16,False,
INV000586,OC000586,2024-07-27 20:52:54.807562,AN002,2024-07-31 20:52:54.807562,4,45936394.1,False,
INV000587,OC000587,2024-07-14 09:07:49.158870,AN007,2024-07-17 09:07:49.158870,3,8039218.26,False,
INV000588,OC000588,2024-11-14 05:06:36.864966,AN008,2024-11-20 05:06:36.864966,6,22225204.77,False,
INV000592,OC000592,2024-12-05 23:09:09.139273,AN002,2024-12-08 23:09:09.139273,3,22250412.12,False,
INV000593,OC000593,2024-09-13 16:42:52.963967,AN007,2024-09-14 16:42:52.963967,1,11607516.74,False,
INV000596,OC000596,2024-12-20 06:57:47.346869,AN002,2024-12-24 06:57:47.346869,4,7209304.8,False,
INV000597,OC000597,2024-12-21 01:11:25.554497,AN003,2024-12-22 01:11:25.554497,1,1056667.14,False,
INV000598,OC000598,2024-06-27 00:15:37.509645,AN006,2024-06-28 00:15:37.509645,1,5766598.19,False,
INV000599,OC000599,2024-02-17 15:28:39.691929,AN003,2024-02-24 15:28:39.691929,7,60980389.5,False,
INV000602,OC000602,2024-11-03 23:10:38.490330,AN001,2024-11-04 23:10:38.490330,1,6489971.01,False,
INV000607,OC000607,2024-02-08 19:24:24.269865,AN008,2024-02-15 19:24:24.269865,7,3302389.45,False,
INV000608,OC000608,2024-05-16 19:13:23.385442,AN004,2024-05-21 19:13:23.385442,5,6691749.61,False,
INV000609,OC000609,2024-07-12 09:48:43.187700,AN004,2024-07-14 09:48:43.187700,2,8051812.84,False,
INV000610,OC000610,2024-10-05 07:21:06.012217,AN006,2024-10-07 07:21:06.012217,2,5186959.3,False,
INV000611,OC000611,2024-04-09 19:54:45.330580,AN005,2024-04-12 19:54:45.330580,3,2427524.68,False,
INV000612,OC000612,2024-05-27 17:13:23.351035,AN004,2024-06-03 17:13:23.351035,7,3331854.4,False,
INV000613,OC000613,2024-06-09 09:42:34.615832,AN001,2024-06-16 09:42:34.615832,7,6842181.81,False,
INV000614,OC000614,2024-07-25 14:09:15.118205,AN001,2024-07-30 14:09:15.118205,5,8812911.86,True,Datos faltantes
INV000615,OC000615,2024-04-19 07:39:49.127055,AN006,2024-04-23 07:39:49.127055,4,423275.68,True,SKU incorrecto
INV000619,OC000619,2024-04-10 12:03:25.656298,AN005,2024-04-14 12:03:25.656298,4,1668859.05,False,
INV000620,OC000620,2024-09-01 06:58:31.368172,AN003,2024-09-04 06:58:31.368172,3,15359288.07,False,
INV000622,OC000622,2024-09-16 11:18:06.601735,AN002,2024-09-22 11:18:06.601735,6,5203963.5,False,
INV000623,OC000623,2024-02-21 18:57:56.903349,AN003,2024-02-24 18:57:56.903349,3,725373.4,False,
INV000624,OC000624,2024-10-24 00:41:28.216141,AN005,2024-10-25 00:41:28.216141,1,26045023.52,False,
INV000625,OC000625,2024-07-24 15:19:14.507199,AN005,2024-07-30 15:19:14.507199,6,11962232.36,False,
INV000627,OC000627,2024-02-25 03:43:41.816975,AN002,2024-02-26 03:43:41.816975,1,1552938.37,False,
INV000628,OC000628,2024-04-23 01:59:27.845001,AN005,2024-04-29 01:59:27.845001,6,13264985.8,False,
INV000629,OC000629,2024-05-05 21:41:45.269748,AN006,2024-05-10 21:41:45.269748,5,6654990.69,False,
INV000630,OC000630,2024-09-10 15:53:52.060286,AN005,2024-09-13 15:53:52.060286,3,4588974.54,False,
INV000631,OC000631,2024-07-21 22:35:26.524104,AN008,2024-07-22 22:35:26.524104,1,12778947.97,False,
INV000634,OC000634,2024-06-18 12:32:30.758963,AN007,2024-06-23 12:32:30.758963,5,8414168.75,False,
INV000635,OC000635,2024-07-16 04:28:50.753451,AN003,2024-07-17 04:28:50.753451,1,9723359.65,False,
INV000636,OC000636,2024-04-21 12:24:25.371603,AN003,2024-04-27 12:24:25.371603,6,4553095.45,False,
INV000638,OC000638,2024-07-27 08:46:56.159114,AN003,2024-07-30 08:46:56.159114,3,833128.75,False,
INV000639,OC000639,2024-11-28 03:11:40.486601,AN007,2024-12-01 03:11:40.486601,3,12549042.39,False,
INV000640,OC000640,2025-01-02 08:14:45.575094,AN007,2025-01-06 08:14:45.575094,4,4348907.94,False,
INV000643,OC000643,2024-12-04 17:49:53.969828,AN004,2024-12-09 17:49:53.969828,5,754061.63,False,
INV000644,OC000644,2024-02-20 14:09:40.937907,AN001,2024-02-21 14:09:40.937907,1,2371172.48,False,
INV000645,OC000645,2024-01-31 06:08:15.711677,AN006,2024-02-01 06:08:15.711677,1,135613773.43,False,
INV000646,OC000646,2024-03-23 07:16:35.769616,AN002,2024-03-28 07:16:35.769616,5,2082546.87,False,
INV000647,OC000647,2024-12-30 04:22:28.243795,AN001,2025-01-05 04:22:28.243795,6,8858497.96,False,
INV000648,OC000648,2024-08-23 18:16:58.511364,AN007,2024-08-24 18:16:58.511364,1,5599239.51,False,
INV000649,OC000649,2024-09-28 21:10:35.515745,AN002,2024-10-05 21:10:35.515745,7,5900011.42,False,
INV000650,OC000650,2024-08-12 01:47:54.408281,AN008,2024-08-14 01:47:54.408281,2,2062721.92,False,
INV000651,OC000651,2024-08-24 06:35:52.362210,AN005,2024-08-25 06:35:52.362210,1,8599822.48,False,
